,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,Profile
2686,Matthew Perry,7139152,0,32,34,4,7,2,3,5,3,86,79,76,1
2687,Elizabeth Prahm,56152160,0,17,31,2,2,8,3,2,2,72,78,71,4
2688,Kevin Goodpasture,79718543,66,74,23,1,0,2,2,9,0,44,38,61,1
2689,James Burton,18218721,41,53,43,3,2,2,8,4,6,68,74,66,3
2690,Susan Hurt,51543544,38,35,52,2,1,5,5,5,2,86,71,58,4
2691,Chris Benitez,21145377,20,62,52,1,6,2,5,5,2,70,80,65,2
2692,Patricia Carr,82589015,0,78,63,2,0,7,8,0,8,96,,81,3
2693,Kacie Fultz,33297671,63,50,34,5,7,6,0,3,4,81,78,94,4
2694,Margaret Swenson,11686182,18,23,63,3,0,4,7,3,3,55,69,49,4
2695,Ruben Willis,26098601,49,40,21,3,3,3,5,5,7,67,86,58,3
2696,Ernest Davine,44842414,87,24,28,,7,3,2,2,1,38,79,41,2
2697,Nathan Quinn,64324567,63,63,34,8,3,5,5,1,5,52,66,100,5
2698,Kevin Kaplan,536671,24,54,18,3,4,1,2,5,3,92,59,44,0
2699,Jerry Matney,80222610,46,53,9,6,3,3,4,6,3,63,47,77,5
2700,Kenneth Candelaria,54041369,75,24,48,3,3,3,2,6,2,57,35,50,0
2701,Annmarie Hall,53467955,29,48,23,5,5,6,5,2,6,64,69,79,3
2702,Robert Henson,47661791,38,40,85,4,3,3,7,1,3,61,65,49,4
2703,Juanita Rushing,62411823,0,16,33,0,6,6,3,2,7,87,85,71,1
2704,Susan Gross,40459156,48,66,33,5,4,4,1,8,0,65,65,69,1
2705,Dora Enriquez,28938582,59,51,43,3,3,0,4,5,2,81,53,71,1
2706,Kate Nettles,49177254,44,36,38,3,5,7,0,2,5,80,86,93,4
2707,Brian Lumpkin,12746806,12,62,37,4,1,0,1,3,3,91,48,34,0
2708,William Shiba,16308399,36,78,1,5,1,5,5,3,4,54,100,72,1
2709,David Parr,5996897,14,69,28,6,5,8,2,3,4,58,72,51,3
2710,Christine Baier,91185536,35,46,34,2,2,5,1,7,5,49,42,42,5
2711,Patricia Copeland,40339588,26,22,67,3,2,5,2,2,4,67,56,64,4
2712,Robert Pond,86047318,25,,76,5,0,6,4,3,3,61,68,53,4
2713,Yong Schwartz,58353519,96,1,23,10,1,9,2,4,3,37,76,61,5
2714,Barbara Bruce,45071989,102,86,37,6,0,2,8,5,1,43,76,79,1
2715,James Fisher,53481812,30,28,52,2,2,4,1,5,4,43,64,52,2
2716,Bobby San,51853365,37,71,7,6,3,4,6,6,1,63,42,50,5
2717,Clinton Mcbride,46793412,23,39,33,9,3,7,3,2,5,93,66,81,3
2718,Kisha Hammons,27186251,27,24,82,4,0,10,4,1,2,70,97,61,4
2719,John Crawford,90201296,20,57,28,2,6,0,3,3,4,81,78,47,0
2720,Laura Eld,70240570,37,48,49,3,4,5,1,4,2,51,70,36,2
2721,Nathan Mier,43042038,105,0,37,2,8,7,5,7,1,48,41,74,0
2722,Robert Hearns,42385346,45,44,47,3,4,4,2,6,3,57,76,78,5
2723,Gayle Bonnett,4468228,26,43,15,3,5,3,0,2,4,38,69,97,4
2724,Duncan Simone,20128497,50,55,36,6,4,3,7,5,2,65,61,78,1
2725,Howard Justice,84590032,37,55,32,5,2,5,8,2,5,57,94,93,1
2726,Karen Primus,41162420,56,29,0,6,3,3,4,6,2,54,61,60,5
2727,Melanie Smith,80257011,4,76,44,5,4,6,4,4,2,56,67,64,3
2728,Mary Dearborn,88026557,2,41,28,5,4,3,5,1,1,77,78,89,3
2729,Lori Decker,41990716,52,35,53,3,3,0,4,4,4,47,65,77,4
2730,Tammy Griffith,69818226,65,53,20,5,3,7,3,3,5,65,62,64,3
2731,Steven Wheeler,22822771,41,29,21,2,7,6,3,6,4,41,82,36,2
2732,Diane Bursley,41877832,28,48,31,5,6,2,0,8,4,87,65,51,0
2733,Melanie Reed,38916483,0,70,60,4,4,1,1,4,4,50,81,60,2
2734,Lisa Blass,88156458,41,39,63,3,3,5,1,2,4,64,96,87,4
2735,David Peters,91775160,30,39,16,6,3,6,4,4,5,73,74,62,3
2736,Kenneth Lewis,32979632,45,53,19,4,3,5,1,4,1,67,55,67,5
2737,Erika Slade,27571896,0,19,45,3,6,2,1,6,2,86,67,68,1
2738,Thomas Barnard,65474370,27,71,2,6,2,0,2,4,6,87,66,33,0
2739,James Hatton,85125964,44,39,25,6,6,6,3,5,8,64,68,72,3
2740,Kristin Ruthstrom,8279364,56,90,12,4,1,4,4,2,6,55,86,66,1
2741,Laura Everson,49231785,68,23,26,1,6,6,5,4,1,63,75,73,0
2742,Wilford Estrada,97075724,29,6,25,4,1,4,3,6,3,82,59,67,0
2743,Keith Daniels,34942962,42,28,54,1,6,7,1,5,2,68,96,92,4
2744,Crystal Williams,5916439,51,72,15,5,2,7,2,9,3,59,36,36,5
2745,Justin Donaldson,4118466,29,25,46,1,4,2,0,8,3,64,71,65,5
2746,Karen Sterner,74570505,39,34,23,4,6,1,6,5,6,72,84,63,0
2747,William Knight,3415798,56,39,50,6,2,5,5,2,2,59,58,78,5
2748,Marion Macnab,70957223,20,55,36,5,3,5,3,1,4,42,43,66,4
2749,Elizabeth Rolfes,53750244,0,31,58,1,3,5,2,7,4,62,72,58,2
2750,Lawrence Miller,72973030,52,46,39,4,3,5,3,6,1,68,76,62,5
2751,Dorothy Carranza,99149869,19,20,38,2,5,5,1,5,4,38,88,34,2
2752,Charles Bucknell,11772044,38,68,23,5,5,5,3,3,4,75,66,59,1
2753,Edward Starcher,27062506,70,27,31,5,6,4,0,2,4,34,95,28,2
2754,Kristen Argenbright,74302098,72,0,24,3,8,3,3,4,2,58,77,57,2
2755,Marsha Smith,98956932,20,14,24,0,5,3,2,5,4,55,78,69,2
2756,Alvin Mccullough,11850929,39,52,41,3,1,4,5,4,6,70,79,85,3
2757,Stephanie Terra,59698564,38,44,0,1,3,3,0,4,0,77,55,49,0
2758,Elisha Cooper,25431147,63,19,0,3,7,4,3,7,4,78,69,71,0
2759,Sharon Lowe,69863370,32,74,40,2,5,0,4,5,3,61,73,91,2
2760,Helen Deering,83284635,66,31,8,0,7,6,2,6,1,69,71,67,0
2761,Nicholas Jones,70801992,13,37,23,3,4,3,0,7,2,68,60,67,1
2762,Helga Davis,77298432,38,61,0,8,5,3,4,5,0,68,64,69,5
2763,Frank Spurling,48589794,35,50,71,5,5,6,0,1,4,81,68,68,4
2764,Donald Cohen,99081941,69,16,10,4,6,4,4,2,4,63,61,61,0
2765,Penny Loveman,39158523,21,31,29,3,5,2,2,9,0,83,53,78,1
2766,Sylvia Bartlett,78176113,15,78,47,2,5,2,5,6,3,63,58,72,5
2767,Jennifer Kent,86382207,51,48,27,4,3,7,3,4,6,42,84,86,5
2768,Steven Gomez,19520898,34,85,28,6,3,6,3,6,2,72,51,73,5
2769,Leonard Allison,37521864,0,21,40,4,0,0,2,3,2,94,69,54,0
2770,Willie Deacon,76784284,40,103,41,5,7,0,4,3,1,63,84,63,2
2771,Lisa Anthony,12298537,47,47,14,5,5,4,4,1,3,62,64,79,3
2772,John Copeland,67863735,39,33,48,4,1,3,5,5,4,65,66,78,1
2773,Lillian Strode,21566551,3,56,27,7,3,6,5,0,3,83,57,100,3
2774,Thomas Farris,21531727,35,53,55,4,4,2,4,5,4,72,95,80,1
2775,Betty Coyt,76632209,89,60,35,4,2,3,3,4,4,70,68,64,3
2776,Rose Gee,70618004,26,16,38,2,2,2,5,3,4,70,61,66,4
2777,Catherine Mccray,3794071,5,16,40,4,3,6,2,2,3,57,69,80,4
2778,Edwin Box,14425753,75,0,33,1,5,4,2,5,1,58,55,75,0
2779,Christopher Conley,9624073,17,58,55,4,4,2,2,7,4,53,82,59,2
2780,Cynthia Leonberger,64113248,0,39,59,2,3,5,2,7,4,51,66,43,2
2781,Jo Bowman,3341626,39,49,21,0,6,5,1,7,4,75,66,72,1
2782,William Barbin,6223445,60,33,81,2,1,2,10,7,1,69,79,44,4
2783,Jesse Nixon,50568850,78,28,11,3,6,3,5,7,7,74,36,51,0
2784,Steve Sheehan,32191976,39,71,24,5,4,4,4,7,2,73,66,75,5
2785,Craig Sierra,41516821,66,53,15,2,5,2,2,4,3,58,49,40,0
2786,Robert Gallagher,92904888,58,57,55,1,3,13,0,5,2,69,93,86,4
2787,Marjorie Owens,61572797,22,28,47,4,2,0,7,3,3,41,59,63,4
2788,Geoffrey Lee,61063163,49,53,67,0,3,3,3,3,3,47,70,65,4
2789,Rita Thompson,75391780,0,89,55,7,2,11,6,3,8,77,41,62,3
2790,Arnold Hughes,52794886,26,11,41,0,2,4,6,4,3,64,72,60,4
2791,Emily Culbreth,62377020,22,66,52,4,2,8,3,3,6,75,75,58,3
2792,Shelby Ross,40580273,46,30,38,2,5,3,2,4,2,49,71,47,2
2793,Katie Highbaugh,61732372,59,82,16,6,2,4,9,7,4,57,41,65,5
2794,Mary Dickson,42934070,78,58,20,7,2,6,6,4,5,50,60,96,5
2795,Kathy Hill,91665077,39,73,46,3,5,4,3,4,1,61,69,36,2
2796,Charles Soto,76684287,77,51,35,3,2,1,7,3,2,60,59,80,3
2797,Johnathan Haygood,20041811,13,72,31,5,11,4,4,2,2,71,78,35,2
2798,Steven Myers,11161259,45,19,44,4,5,3,2,5,3,67,61,63,0
2799,Mary Doyle,56888815,74,27,37,4,1,5,4,4,5,44,50,67,5
2800,Dwayne Stadler,51959283,16,93,44,5,6,8,4,3,6,49,63,46,3
2801,Jeffrey Gilbert,24331645,43,8,38,4,5,2,4,3,3,67,68,63,0
2802,Earl Hunt,50355444,63,4,0,3,5,4,2,2,3,63,59,65,0
2803,Faye Eslinger,56412823,42,80,44,4,6,4,3,4,3,49,77,41,2
2804,Paul Hartley,88787335,8,34,32,6,3,5,6,2,4,81,77,89,3
2805,Florence Petrey,40450973,63,32,40,2,2,4,3,5,8,46,63,87,5
2806,Miriam Peterson,95502663,8,30,13,2,6,2,1,7,2,91,60,62,1
2807,William Carson,67922412,71,1,22,0,7,3,2,3,0,50,56,50,2
2808,Gerard Waites,52845442,59,45,23,8,3,6,3,5,3,64,55,76,3
2809,Ryan Nolan,96104196,32,37,44,4,4,8,0,0,4,46,87,90,4
2810,Howard Brown,40650146,68,27,31,7,3,7,0,5,1,54,72,60,5
2811,Frederick Burgess,94142797,46,47,38,5,2,5,0,4,3,68,54,73,5
2812,David Coleman,18218413,50,23,14,1,4,5,0,8,0,73,55,66,0
2813,Florence Caraway,78757241,5,36,59,2,4,4,3,7,5,63,86,63,2
2814,Lindsay Franklin,87869195,43,43,33,4,4,6,0,5,3,59,76,76,5
2815,Berta West,82930321,33,39,28,7,7,6,2,1,3,71,62,78,4
2816,Eddie Twiggs,62138349,41,36,55,2,5,4,0,4,3,56,94,99,4
2817,Frances Lynch,14248637,61,52,14,5,4,5,4,8,3,48,74,59,5
2818,Hazel Walters,75830725,21,27,47,0,4,6,5,2,6,85,77,59,1
2819,Kathleen Nahhas,96805087,57,64,42,4,2,2,2,5,4,62,71,79,1
2820,Hope Johnson,76541837,0,55,35,7,2,8,7,1,5,88,54,73,3
2821,Todd Hunter,22522285,60,63,49,3,2,5,4,3,7,79,78,61,3
2822,Crystal Abeyta,39625238,41,20,30,2,2,3,3,6,2,70,44,63,0
2823,Cynthia Mcglothin,40192604,43,35,24,2,3,1,1,5,4,76,54,53,0
2824,Richard Seibert,44315082,32,40,43,4,4,6,3,4,2,47,63,70,4
2825,Mark Hunt,34814760,40,79,50,2,1,3,8,4,5,59,62,59,3
2826,Rebecca Crawford,79238261,51,96,38,4,6,7,4,1,5,56,50,49,3
2827,Jeffrey Marc,56720882,21,34,21,0,3,4,2,4,5,62,68,79,4
2828,Terrie Baker,59235167,69,1,86,3,4,6,4,7,0,52,35,75,0
2829,Herbert Burnett,41520766,23,40,26,1,2,1,9,4,3,55,76,74,3
2830,Judy Behm,6921137,26,91,16,5,2,6,0,6,2,84,59,89,5
2831,Albert Ward,41285411,23,59,44,2,3,5,5,4,7,65,87,61,3
2832,Leroy Moore,67099843,17,35,38,2,4,2,4,3,7,66,69,74,1
2833,Lila Coleman,67528297,62,6,60,4,5,4,4,7,6,65,59,69,0
2834,Joann Beard,67602006,71,44,36,7,1,7,2,5,5,81,63,74,3
2835,Christina Watson,93965842,55,57,12,5,5,5,1,5,3,73,47,50,0
2836,Cristal West,54465598,71,34,28,2,8,5,4,3,0,62,75,38,2
2837,John Perry,71435470,33,50,66,2,2,0,4,5,,84,98,96,1
2838,Carmen Rivers,35191726,25,41,80,0,5,4,1,2,5,60,40,79,5
2839,Kelli Howard,3399421,54,25,28,1,6,4,3,4,3,43,69,50,2
2840,Tommy Long,44996255,48,39,32,5,3,3,6,2,6,78,76,73,3
2841,Gerry Camp,45637855,51,52,42,2,0,3,3,7,2,59,52,62,1
2842,Shirley Peters,2274309,0,68,52,7,3,9,5,2,7,73,58,90,3
2843,Ethel Fultz,53837017,15,27,45,5,7,3,4,3,7,78,88,79,1
2844,Angela Lavergne,77087685,73,65,37,6,2,0,5,,1,70,70,91,1
2845,Edward Mullen,76910574,18,48,34,3,3,3,7,4,6,74,83,59,3
2846,Andrew Parr,11138926,25,40,58,5,3,6,3,3,3,60,73,67,4
2847,Joseph Harris,54612192,57,65,12,11,4,6,3,4,0,71,76,88,5
2848,David Ortiz,20779533,26,62,39,4,1,6,1,2,4,84,84,73,3
2849,Donald Hartley,99892526,4,20,43,8,4,7,2,6,9,87,85,80,3
2850,Holly Tucker,34495504,33,30,53,2,4,6,1,4,,71,67,77,4
2851,Darlene Youngblood,26960053,61,68,43,5,8,3,4,3,1,71,71,51,2
2852,Kevin Lamey,95029065,81,43,37,7,5,6,2,3,2,57,62,57,0
2853,Crystal Breisch,75680696,23,25,45,4,3,10,2,2,2,59,97,83,4
2854,Damian Carter,42689215,69,63,44,2,5,0,6,3,2,59,74,100,2
2855,Allen White,12945726,24,29,86,5,0,8,6,0,2,67,,48,4
2856,Richard Avery,42658284,30,10,30,2,5,6,0,4,3,43,71,28,2
2857,Alfredo Stanfield,92758139,63,21,75,2,1,6,1,3,5,56,47,61,5
2858,Cheryl Jordan,92462875,47,0,61,3,3,2,6,7,2,69,48,70,0
2859,Douglass Dalton,16933697,7,48,0,3,0,0,3,5,2,83,67,77,1
2860,Doris Burke,23825623,21,32,50,3,2,4,4,9,2,84,55,66,0
2861,Louis Blake,80012437,46,24,43,1,2,0,7,5,2,47,43,54,4
2862,Kelly Goldstein,51507107,43,65,14,4,0,2,1,6,4,59,71,70,1
2863,Shirley Bucci,64668830,63,56,63,4,2,3,5,7,0,81,88,80,1
2864,Mark Garcia,29696716,33,69,23,4,2,3,2,3,2,78,82,66,1
2865,Stephen Jordan,86118476,0,78,54,6,1,7,10,0,2,83,52,64,3
2866,Kim Dreessen,14495747,68,66,39,2,6,4,2,8,3,69,29,37,0
2867,Jason Wells,26549263,41,36,50,2,5,3,4,6,2,74,55,59,0
2868,Charles Travillian,21668235,33,42,59,2,1,3,6,2,7,58,92,87,1
2869,Jung Garcia,77826164,76,11,37,5,4,2,6,4,4,46,73,79,5
2870,Bobbie Cervone,44356814,78,33,48,4,7,4,6,1,2,50,62,59,0
2871,Stacey Getz,23217194,12,60,32,3,8,5,6,4,4,87,78,63,2
2872,Terry Mann,15525432,16,44,37,3,5,2,3,6,4,57,85,78,2
2873,Jeffrey Grisby,33636421,60,38,68,5,2,5,3,0,1,65,43,76,5
2874,Alicia Bond,26731875,56,32,28,4,2,4,7,5,9,76,75,69,3
2875,Thomas Thayer,11128166,53,12,48,6,5,6,4,6,2,72,47,69,0
2876,Claire Jordan,14431749,0,23,23,1,5,4,2,0,8,93,69,58,1
2877,Jesse Philbrick,80921026,35,48,31,5,2,5,0,3,2,84,59,91,5
2878,Carl Brown,67817918,92,19,54,3,6,8,3,6,0,48,46,73,0
2879,Glenn Horner,92555399,36,35,40,3,4,4,0,5,4,54,56,63,5
2880,Paul Rubie,76548921,57,69,17,7,0,9,1,5,6,66,72,99,5
2881,Glen Taylor,22562807,43,35,13,5,4,5,6,6,6,61,73,46,3
2882,Torrie Christopher,29018221,13,59,29,3,8,2,3,5,3,29,87,38,2
2883,Paul Stanger,94384589,54,67,30,3,0,2,1,7,0,55,49,51,1
2884,Jacqueline Espinal,71581814,0,41,0,0,0,4,2,1,5,78,58,41,1
2885,Debra Keen,22008108,14,18,44,4,1,5,4,2,3,60,58,60,4
2886,Torie Napolitano,29637011,0,30,60,1,3,6,5,8,6,67,69,69,2
2887,Lori Kling,51461632,57,49,27,4,3,5,5,7,5,37,55,50,5
2888,Barbara Baxter,99862873,55,85,26,6,4,3,7,3,4,61,50,96,5
2889,Betsy Matthews,97687502,22,13,49,0,6,2,2,7,1,34,56,48,2
2890,Sheena Hamilton,61651122,52,45,64,3,0,1,5,3,7,52,80,81,1
2891,Michael Mccord,62842877,37,48,67,3,0,2,5,3,4,71,90,83,1
2892,Donald Henderson,97237385,28,75,37,6,3,7,2,5,1,54,62,59,3
2893,Dean Solomon,90213433,30,31,41,2,5,4,0,4,4,42,69,91,4
2894,Yvonne Hahn,42333262,27,75,57,4,0,5,6,3,4,77,66,83,3
2895,Winston Frith,18881457,79,26,22,5,8,6,3,3,5,58,58,62,0
2896,Raymond Hill,75805490,16,117,48,6,7,0,4,4,2,67,81,59,2
2897,Cecil Howard,21787501,87,35,6,2,5,3,3,5,5,58,42,46,0
2898,Beverly Johnson,29293568,11,47,11,1,3,1,1,4,4,85,62,63,1
2899,Gail Carlson,48125977,60,56,6,7,2,7,4,8,4,53,64,60,5
2900,Scott Gregg,64123246,15,32,5,1,2,0,3,3,4,88,55,47,0
2901,James Conaway,21973176,54,43,22,4,4,2,3,4,5,70,61,52,0
2902,Jill Shields,41221452,51,46,20,4,3,4,5,4,4,46,49,75,5
2903,Conception Ellington,22568504,0,35,30,7,3,6,7,2,8,88,77,78,3
2904,Bonnie King,95376343,63,50,45,4,3,2,5,6,9,63,67,86,3
2905,Micheal Lail,15429007,25,57,50,4,0,5,5,4,7,80,72,84,3
2906,Katharine Robinson,41628210,67,50,23,3,8,5,3,8,6,70,56,55,0
2907,Joel Whittenburg,25956229,21,33,10,3,2,3,5,6,3,62,59,60,1
2908,Carole Ascolese,15271526,66,48,40,1,6,4,7,8,1,68,85,73,4
2909,Kelly Jacks,73395241,40,80,37,6,3,4,5,3,1,71,29,72,5
2910,Evelyn Petro,82038728,43,86,20,6,3,7,5,8,3,54,57,50,5
2911,Blanca Wilson,73285633,36,53,16,5,2,6,4,1,4,77,75,66,3
2912,Jessica Dozier,41786857,48,41,32,2,5,4,3,5,3,46,69,52,2
2913,Anna Gregory,23599410,42,47,58,2,6,7,2,4,2,63,96,81,4
2914,Todd Colon,86372706,43,54,39,7,0,6,4,1,5,62,47,97,5
2915,Carlos Randolph,65219758,35,58,33,3,4,1,6,2,1,61,66,78,3
2916,Mellissa Halyk,76653480,21,76,75,5,5,0,4,6,3,83,70,87,2
2917,Emerson Loveall,24813897,25,39,13,4,3,0,0,4,1,82,88,52,0
2918,David Ortiz,84478782,32,62,40,4,6,4,3,4,2,63,72,45,2
2919,Benito Borgman,6917437,38,41,28,2,2,4,6,7,9,62,78,65,3
2920,Manuel Roman,45775750,12,65,61,5,0,4,4,0,1,99,,100,3
2921,William Marlow,56032454,24,57,9,6,5,6,4,1,4,68,66,65,3
2922,Christian Kinder,95351620,13,34,58,3,1,9,6,3,1,47,91,60,4
2923,Jorge Oloughlin,25549765,52,22,25,4,6,3,5,7,4,80,62,66,0
2924,Alfred Espinoza,71158421,44,64,19,6,6,0,2,2,6,43,44,86,4
2925,Brian Wells,32576962,14,10,44,1,0,8,0,1,4,43,70,78,4
2926,Elliot Martinez,60618250,40,69,28,5,3,2,6,2,3,67,39,94,5
2927,Jason Sosa,62166250,19,48,20,4,1,1,5,3,0,72,73,85,3
2928,Ed Nelson,49230072,0,0,73,3,8,4,5,5,3,85,76,68,1
2929,Dominick Sharpless,19386855,64,63,45,5,2,4,4,5,2,68,74,78,1
2930,Kim Ellard,58494691,0,68,46,4,2,7,3,2,5,76,85,66,3
2931,Kathleen Eckerson,75685662,77,41,47,5,6,5,4,4,2,67,63,48,2
2932,Alexander Shaw,60356387,4,46,92,2,1,0,0,6,3,52,56,77,2
2933,Carolyn Meres,90896417,30,22,40,3,4,0,2,7,2,77,66,58,0
2934,Amanda Laws,67765295,20,28,9,7,4,7,3,3,8,81,85,68,3
2935,Melinda Amaro,56435978,33,32,21,3,2,3,5,8,2,57,54,73,1
2936,Joshua Tolliver,65990116,0,19,39,1,5,5,5,5,2,80,76,67,1
2937,David Mitchell,72118816,1,59,31,2,8,5,5,6,3,62,75,50,2
2938,Joel Jamerson,54030830,36,68,57,3,3,7,1,3,7,75,81,65,3
2939,Adam Valenzuela,38468139,63,53,30,6,3,4,5,3,3,59,41,79,5
2940,Neal Payne,88519404,0,35,26,7,3,6,7,4,4,71,66,84,3
2941,Monique Barker,9106180,3,22,33,2,4,6,2,5,3,60,45,77,4
2942,Everett Baker,58114211,77,40,42,0,2,3,0,7,0,,17,42,0
2943,Kimberly Parrish,95282940,76,0,78,3,6,7,5,6,0,49,57,94,0
2944,Rosemary Golden,24587293,27,32,71,4,2,2,4,2,4,47,52,61,4
2945,Gloria Reynolds,66830829,35,59,41,4,7,3,4,4,2,68,72,64,2
2946,Kellie Sparks,28036509,52,54,60,4,4,3,3,7,1,65,70,77,1
2947,Amber Webster,63867937,82,54,17,6,4,7,1,4,3,52,59,56,3
2948,Jerry Cooper,8587260,42,49,60,3,0,4,3,5,5,72,80,100,3
2949,Allen Goodrum,712698,60,51,39,0,1,3,8,5,10,67,84,58,3
2950,Alice Branco,91645404,23,52,7,3,4,2,4,7,7,93,56,51,0
2951,Estella Fowler,56112719,7,54,41,5,5,8,4,6,4,79,75,43,2
2952,Isaac Lopez,21763283,48,26,43,7,2,6,0,2,1,75,52,76,5
2953,Jay Burdick,34095632,,52,46,5,3,1,2,8,2,67,70,93,1
2954,Michael Root,34377609,24,44,29,3,3,0,3,5,3,79,60,48,0
2955,Norman Reavis,98015325,53,84,8,5,1,2,3,4,3,66,71,62,1
2956,Gene Whitfield,99264636,34,16,45,2,2,3,5,4,4,77,70,70,4
2957,Bruce Nelson,30848626,11,67,32,7,6,7,6,3,3,53,62,43,3
2958,Gregory Kerns,88788027,64,29,47,7,3,5,6,1,3,45,54,75,5
2959,Bonnie Bergeron,48472642,63,89,0,4,0,0,2,8,1,47,33,62,1
2960,Rhonda Johnson,73464644,0,64,52,7,2,7,5,4,5,84,68,71,3
2961,Gerald Allen,74418408,30,53,38,4,4,3,2,5,0,73,40,60,5
2962,Alicia Wainwright,61334319,3,0,31,0,0,5,3,4,5,86,98,80,4
2963,Karen Woods,53749407,38,3,60,3,1,3,0,5,4,49,69,59,2
2964,John Myers,83832214,11,51,20,2,5,3,0,1,9,73,76,67,1
2965,Mary Conti,26950386,42,20,9,1,8,7,3,5,1,51,66,18,2
2966,Thomas Garcia,93777741,5,15,36,1,4,7,3,8,6,44,73,44,2
2967,Mary Bower,47113082,15,5,31,1,1,6,2,4,3,49,78,78,4
2968,Aimee Ingram,99115351,59,69,14,4,1,0,3,5,5,59,64,71,1
2969,Vera Smith,8815858,11,45,37,2,5,1,0,8,0,82,46,78,1
2970,Jeffrey Newton,2300332,19,59,17,3,2,5,4,1,4,72,65,50,1
2971,James Kelley,40230371,34,25,41,3,4,3,4,2,5,71,70,70,4
2972,Justin Russell,1794178,43,27,59,4,5,5,3,5,3,81,65,63,2
2973,Elma Curtis,84233389,27,58,90,3,0,7,4,5,10,99,87,83,3
2974,Jesus Miller,67085045,23,22,17,4,4,0,4,3,4,87,81,60,0
2975,Louise Bancroft,40817872,15,27,50,2,3,2,1,6,5,27,81,54,2
2976,Domingo Eliott,55072463,51,6,0,7,2,5,6,5,7,83,73,70,3
2977,Jerry Rice,59730760,31,32,19,5,5,2,7,1,3,68,77,84,3
2978,Iris Morris,49250399,25,39,35,6,3,6,3,5,8,71,81,81,3
2979,Ruth Mann,12910529,7,48,40,4,2,6,5,3,7,80,82,74,3
2980,Sandra Sanchez,8010320,79,33,10,2,3,4,1,5,2,55,47,51,0
2981,Arthur Lininger,74293680,14,44,33,6,2,5,5,4,2,74,71,77,4
2982,Thomas Boday,21839259,21,33,40,0,0,7,2,8,2,49,84,81,4
2983,Marci Salazar,41472453,54,42,9,2,4,4,4,4,6,73,63,55,0
2984,Todd Jackson,87713462,59,39,45,3,5,4,4,7,3,47,60,54,5
2985,Michael Calderon,2378191,53,68,82,4,4,4,3,3,3,41,65,70,4
2986,Ethel Villicana,14383365,43,32,20,0,3,6,0,5,4,,70,95,4
2987,Alberto Morehouse,48249163,10,31,38,3,4,4,3,3,5,69,67,67,1
2988,Kimberly Williams,71137797,45,66,8,8,3,4,4,3,0,77,33,59,5
2989,Joseph Badami,93284186,25,66,2,1,1,0,0,9,0,89,60,,1
2990,Phillip Cedillo,47742605,17,54,26,4,3,6,9,3,8,66,78,40,3
2991,Linda Dunagan,39285010,22,63,41,5,4,1,1,0,7,30,50,67,4
2992,Sarah Benson,15081115,53,13,37,1,5,3,1,7,3,71,38,60,0
2993,Rita Reed,50114797,54,47,60,3,3,3,3,6,2,71,58,78,5
2994,Ashley Lemaster,341107,108,25,4,3,8,9,4,3,4,52,64,70,0
2995,Tami Hall,43783779,5,23,39,4,6,4,4,5,2,90,76,66,1
2996,Lorraine Sturgill,59009172,21,13,46,4,4,1,5,4,3,61,66,66,4
2997,Emily Newton,20422747,66,5,15,0,4,4,1,1,0,53,66,71,0
2998,Monica Miller,915083,60,39,0,6,3,5,1,7,2,59,49,52,5
2999,Rose Mccright,95631349,2,49,42,8,3,6,2,4,3,76,71,90,3
3000,Jamie Alaniz,64256319,44,63,9,3,8,2,2,5,6,79,66,45,0
3001,Tiffany Johnson,41715905,57,83,34,2,9,2,5,2,0,53,62,41,2
3002,Leo Mucher,58888219,67,63,65,5,4,2,3,8,1,66,76,83,1
3003,Fawn Hall,27479232,19,11,48,2,2,1,7,2,3,48,47,47,4
3004,Leonard Esparza,66955066,31,16,52,3,2,3,3,2,4,52,71,73,4
3005,Francoise Cespedes,67901583,44,57,0,7,4,4,1,9,0,71,73,56,5
3006,Frieda Bryan,18163480,9,44,35,6,3,4,4,3,2,78,62,100,3
3007,Robert Lewis,68790935,11,51,31,6,2,7,3,1,6,88,81,74,3
3008,Alex Harris,95498756,12,78,69,3,1,7,5,7,7,52,73,64,3
3009,Evelyn Mccollum,84595044,48,1,55,2,6,3,5,6,3,64,69,79,0
3010,Jeffrey Gant,25375644,41,43,69,6,3,2,2,0,6,63,75,70,4
3011,Cora Faith,24772107,58,81,42,4,4,3,5,6,2,74,54,74,5
3012,Hector Haraway,55586068,12,83,55,5,6,3,3,4,4,45,75,39,2
3013,Salvatore Crawford,22137788,2,58,45,4,5,2,3,6,5,44,83,58,2
3014,James Swain,32558881,58,35,24,5,2,4,4,4,4,75,86,56,3
3015,Charlene Irvine,12847507,55,59,52,4,6,8,3,4,1,74,83,71,4
3016,Seth Smith,36384978,54,38,45,3,5,1,7,3,3,48,53,66,5
3017,Michael Brame,33049930,28,31,40,4,6,4,5,4,2,63,61,68,4
3018,Bonita Smith,15175955,17,35,56,1,6,3,3,5,3,56,73,59,2
